Año,Mes,Region,Regimen,Sector,Valor,% Variacion interanual
2012,09,España,Régimen general y minería del carbón,No clasificables,"174,8",..
2012,08,España,Régimen general y minería del carbón,Total,"12.405,9","-5,0"
2012,08,España,Régimen general y minería del carbón,Agricultura,"54,3","-8,6"
2012,08,España,Régimen general y minería del carbón,Industria,"1.853,4","-6,5"
2012,08,España,Régimen general y minería del carbón,Construcción,"720,6","-22,2"
2012,08,España,Régimen general y minería del carbón,Servicios,"9.600,2","-3,2"
2012,08,España,Régimen general y minería del carbón,No clasificables,"177,4",..
2012,07,España,Régimen general y minería del carbón,Total,"12.591,7","-5,6"
2012,07,España,Régimen general y minería del carbón,Agricultura,"54,6","-8,8"
2012,07,España,Régimen general y minería del carbón,Industria,"1.874,9","-6,7"
2012,07,España,Régimen general y minería del carbón,Construcción,"747,3","-22,1"
2012,07,España,Régimen general y minería del carbón,Servicios,"9.735,0","-4,1"
2012,07,España,Régimen general y minería del carbón,No clasificables,"179,8",..
2012,06,España,Régimen general y minería del carbón,Total,"12.673,2","-3,2"
2012,06,España,Régimen general y minería del carbón,Agricultura,"53,3","-6,3"
2012,06,España,Régimen general y minería del carbón,Industria,"1.888,3","-5,5"
2012,06,España,Régimen general y minería del carbón,Construcción,"767,6","-21,3"
2012,06,España,Régimen general y minería del carbón,Servicios,"9.784,6","-1,1"
2012,06,España,Régimen general y minería del carbón,No clasificables,"179,4",..
2012,05,España,Régimen general y minería del carbón,Total,"12.637,9","-4,2"
2012,05,España,Régimen general y minería del carbón,Agricultura,"52,3","-4,7"
2012,05,España,Régimen general y minería del carbón,Industria,"1.883,5","-5,6"
2012,05,España,Régimen general y minería del carbón,Construcción,"776,0","-21,4"
2012,05,España,Régimen general y minería del carbón,Servicios,"9.747,8","-2,5"
2012,05,España,Régimen general y minería del carbón,No clasificables,"178,3",..
2012,04,España,Régimen general y minería del carbón,Total,"12.623,1","-4,5"
2012,04,España,Régimen general y minería del carbón,Agricultura,"50,2","-8,1"
2012,04,España,Régimen general y minería del carbón,Industria,"1.882,7","-5,4"
2012,04,España,Régimen general y minería del carbón,Construcción,"775,7","-21,4"
2012,04,España,Régimen general y minería del carbón,Servicios,"9.736,6","-2,9"
2012,04,España,Régimen general y minería del carbón,No clasificables,"177,8",..
2012,03,España,Régimen general y minería del carbón,Total,"12.646,5","-3,2"
2012,03,España,Régimen general y minería del carbón,Agricultura,"49,7","-12,0"
2012,03,España,Régimen general y minería del carbón,Industria,"1.893,4","-4,9"
2012,03,España,Régimen general y minería del carbón,Construcción,"792,6","-21,1"
2012,03,España,Régimen general y minería del carbón,Servicios,"9.733,3","-1,3"
2012,03,España,Régimen general y minería del carbón,No clasificables,"177,5",..
2012,02,España,Régimen general y minería del carbón,Total,"12.590,6","-3,5"
2012,02,España,Régimen general y minería del carbón,Agricultura,"48,6","-10,7"
2012,02,España,Régimen general y minería del carbón,Industria,"1.900,4","-4,8"
2012,02,España,Régimen general y minería del carbón,Construcción,"799,7","-20,9"
2012,02,España,Régimen general y minería del carbón,Servicios,"9.665,5","-1,6"
2012,02,España,Régimen general y minería del carbón,No clasificables,"176,5",..
2012,01,España,Régimen general y minería del carbón,Total,"12.617,4","-2,9"
2012,01,España,Régimen general y minería del carbón,Agricultura,"47,7","-12,1"
2012,01,España,Régimen general y minería del carbón,Industria,"1.913,9","-4,0"
2012,01,España,Régimen general y minería del carbón,Construcción,"811,0","-19,7"
2012,01,España,Régimen general y minería del carbón,Servicios,"9.669,6","-1,2"
2012,01,España,Régimen general y minería del carbón,No clasificables,"175,2",..
2011,12,España,Régimen general y minería del carbón,Total,"12.822,6","-2,6"
2011,12,España,Régimen general y minería del carbón,Agricultura,"48,6","-10,6"
2011,12,España,Régimen general y minería del carbón,Industria,"1.920,5","-3,7"
2011,12,España,Régimen general y minería del carbón,Construcción,"814,0","-18,8"
2011,12,España,Régimen general y minería del carbón,Servicios,"9.866,1","-1,0"
2011,12,España,Régimen general y minería del carbón,No clasificables,"173,4",..
2011,11,España,Régimen general y minería del carbón,Total,"12.933,8","-2,5"
2011,11,España,Régimen general y minería del carbón,Agricultura,"50,5","-11,7"
2011,11,España,Régimen general y minería del carbón,Industria,"1.954,9","-3,6"
2011,11,España,Régimen general y minería del carbón,Construcción,"875,9","-18,8"
2011,11,España,Régimen general y minería del carbón,Servicios,"9.880,1","-0,7"
2011,11,España,Régimen general y minería del carbón,No clasificables,"172,4",..
2011,10,España,Régimen general y minería del carbón,Total,"12.954,9","-3,0"
2011,10,España,Régimen general y minería del carbón,Agricultura,"51,8","-12,1"
2011,10,España,Régimen general y minería del carbón,Industria,"1.957,7","-3,7"
2011,10,España,Régimen general y minería del carbón,Construcción,"891,4","-18,7"
2011,10,España,Régimen general y minería del carbón,Servicios,"9.882,4","-1,3"
2011,10,España,Régimen general y minería del carbón,No clasificables,"171,5",..
2011,09,España,Régimen general y minería del carbón,Total,"12.982,0","-2,1"
2011,09,España,Régimen general y minería del carbón,Agricultura,"56,5","-10,2"
2011,09,España,Régimen general y minería del carbón,Industria,"1.971,5","-3,0"
2011,09,España,Régimen general y minería del carbón,Construcción,"913,1","-16,7"
2011,09,España,Régimen general y minería del carbón,Servicios,"9.870,3","-0,5"
2011,09,España,Régimen general y minería del carbón,No clasificables,"170,6",..
2011,08,España,Régimen general y minería del carbón,Total,"13.052,2","-1,5"
2011,08,España,Régimen general y minería del carbón,Agricultura,"59,4","-8,5"
2011,08,España,Régimen general y minería del carbón,Industria,"1.981,2","-2,4"
2011,08,España,Régimen general y minería del carbón,Construcción,"925,8","-15,8"
2011,08,España,Régimen general y minería del carbón,Servicios,"9.915,9","-0,1"
2011,08,España,Régimen general y minería del carbón,No clasificables,"169,9",..
2011,07,España,Régimen general y minería del carbón,Total,"13.345,6","-1,3"
2011,07,España,Régimen general y minería del carbón,Agricultura,"59,9","-8,2"
2011,07,España,Régimen general y minería del carbón,Industria,"2.008,6","-2,3"
2011,07,España,Régimen general y minería del carbón,Construcción,"959,3","-15,5"
2011,07,España,Régimen general y minería del carbón,Servicios,"10.148,0","0,1"
2011,07,España,Régimen general y minería del carbón,No clasificables,"169,8",..
2011,06,España,Régimen general y minería del carbón,Total,"13.092,9","-1,5"
2011,06,España,Régimen general y minería del carbón,Agricultura,"56,8","-7,3"
2011,06,España,Régimen general y minería del carbón,Industria,"1.999,2","-2,4"
2011,06,España,Régimen general y minería del carbón,Construcción,"975,5","-14,8"
2011,06,España,Régimen general y minería del carbón,Servicios,"9.894,6","-0,1"
2011,06,España,Régimen general y minería del carbón,No clasificables,"166,8",..
2011,05,España,Régimen general y minería del carbón,Total,"13.197,1","-1,4"
2011,05,España,Régimen general y minería del carbón,Agricultura,"54,9","-6,7"
2011,05,España,Régimen general y minería del carbón,Industria,"1.994,3","-2,3"
2011,05,España,Régimen general y minería del carbón,Construcción,"987,6","-13,8"
2011,05,España,Régimen general y minería del carbón,Servicios,"9.998,1","-0,1"
2011,05,España,Régimen general y minería del carbón,No clasificables,"162,2",..
2011,04,España,Régimen general y minería del carbón,Total,"13.218,0","-0,5"
2011,04,España,Régimen general y minería del carbón,Agricultura,"54,6","-3,0"
2011,04,España,Régimen general y minería del carbón,Industria,"1.991,2","-2,4"
2011,04,España,Régimen general y minería del carbón,Construcción,"987,2","-13,1"
2011,04,España,Régimen general y minería del carbón,Servicios,"10.026,5","0,9"
2011,04,España,Régimen general y minería del carbón,No clasificables,"158,5",..
2011,03,España,Régimen general y minería del carbón,Total,"13.068,4","-0,7"
2011,03,España,Régimen general y minería del carbón,Agricultura,"56,5","8,6"
2011,03,España,Régimen general y minería del carbón,Industria,"1.990,4","-2,0"
2011,03,España,Régimen general y minería del carbón,Construcción,"1.004,8","-9,6"
2011,03,España,Régimen general y minería del carbón,Servicios,"9.859,6","0,1"
2011,03,España,Régimen general y minería del carbón,No clasificables,"157,2",..
2011,02,España,Régimen general y minería del carbón,Total,"13.042,3","-1,3"
2011,02,España,Régimen general y minería del carbón,Agricultura,"54,4","2,1"
2011,02,España,Régimen general y minería del carbón,Industria,"1.995,2","-2,9"
2011,02,España,Régimen general y minería del carbón,Construcción,"1.011,4","-10,2"
2011,02,España,Régimen general y minería del carbón,Servicios,"9.826,0","-0,5"
2011,02,España,Régimen general y minería del carbón,No clasificables,"155,3",..
2011,01,España,Régimen general y minería del carbón,Total,"12.999,4","-1,5"
2011,01,España,Régimen general y minería del carbón,Agricultura,"54,2","2,9"
2011,01,España,Régimen general y minería del carbón,Industria,"1.993,6","-3,2"
2011,01,España,Régimen general y minería del carbón,Construcción,"1.009,7","-11,2"
2011,01,España,Régimen general y minería del carbón,Servicios,"9.788,5","-0,6"
2011,01,España,Régimen general y minería del carbón,No clasificables,"153,4",..
2010,12,España,Régimen general y minería del carbón,Total,"13.167,6","-0,9"
2010,12,España,Régimen general y minería del carbón,Agricultura,"54,4","1,0"
2010,12,España,Régimen general y minería del carbón,Industria,"1.995,2","-2,9"
2010,12,España,Régimen general y minería del carbón,Construcción,"1.002,0","-10,0"
2010,12,España,Régimen general y minería del carbón,Servicios,"9.965,5","0,1"
2010,12,España,Régimen general y minería del carbón,No clasificables,"150,6",..
2010,11,España,Régimen general y minería del carbón,Total,"13.259,3","-1,3"
2010,11,España,Régimen general y minería del carbón,Agricultura,"57,3","-0,7"
2010,11,España,Régimen general y minería del carbón,Industria,"2.027,9","-3,1"
2010,11,España,Régimen general y minería del carbón,Construcción,"1.078,3","-12,6"
2010,11,España,Régimen general y minería del carbón,Servicios,"9.947,8","-0,1"
2010,11,España,Régimen general y minería del carbón,No clasificables,"148,0",..
2010,10,España,Régimen general y minería del carbón,Total,"13.350,6","-1,3"
2010,10,España,Régimen general y minería del carbón,Agricultura,"58,9","-2,3"
2010,10,España,Régimen general y minería del carbón,Industria,"2.033,4","-3,3"
2010,10,España,Régimen general y minería del carbón,Construcción,"1.096,1","-12,7"
2010,10,España,Régimen general y minería del carbón,Servicios,"10.016,2","0,0"
2010,10,España,Régimen general y minería del carbón,No clasificables,"146,0",..
2010,09,España,Régimen general y minería del carbón,Total,"13.253,9","-1,3"
2010,09,España,Régimen general y minería del carbón,Agricultura,"62,9","-2,2"
2010,09,España,Régimen general y minería del carbón,Industria,"2.033,2","-3,6"
2010,09,España,Régimen general y minería del carbón,Construcción,"1.096,5","-13,3"
2010,09,España,Régimen general y minería del carbón,Servicios,"9.919,9","0,2"
2010,09,España,Régimen general y minería del carbón,No clasificables,"141,4",..
2010,08,España,Régimen general y minería del carbón,Total,"13.256,7","-1,6"
2010,08,España,Régimen general y minería del carbón,Agricultura,"64,9","-0,7"
2010,08,España,Régimen general y minería del carbón,Industria,"2.029,8","-3,9"
2010,08,España,Régimen general y minería del carbón,Construcción,"1.099,2","-13,5"
2010,08,España,Régimen general y minería del carbón,Servicios,"9.925,6","-0,1"
2010,08,España,Régimen general y minería del carbón,No clasificables,"137,1",..
2010,07,España,Régimen general y minería del carbón,Total,"13.524,6","-0,7"
2010,07,España,Régimen general y minería del carbón,Agricultura,"65,3","0,4"
2010,07,España,Régimen general y minería del carbón,Industria,"2.055,6","-3,5"
2010,07,España,Régimen general y minería del carbón,Construcción,"1.134,9","-13,1"
2010,07,España,Régimen general y minería del carbón,Servicios,"10.134,9","1,0"
2010,07,España,Régimen general y minería del carbón,No clasificables,"134,0",..
2010,06,España,Régimen general y minería del carbón,Total,"13.287,5","-1,9"
2010,06,España,Régimen general y minería del carbón,Agricultura,"61,3","-2,1"
2010,06,España,Régimen general y minería del carbón,Industria,"2.047,7","-4,4"
2010,06,España,Régimen general y minería del carbón,Construcción,"1.144,3","-13,9"
2010,06,España,Régimen general y minería del carbón,Servicios,"9.903,4","-0,3"
2010,06,España,Régimen general y minería del carbón,No clasificables,"130,8",..
2010,05,España,Régimen general y minería del carbón,Total,"13.378,3","-2,3"
2010,05,España,Régimen general y minería del carbón,Agricultura,"58,8","-2,4"
2010,05,España,Régimen general y minería del carbón,Industria,"2.042,0","-5,1"
2010,05,España,Régimen general y minería del carbón,Construcción,"1.145,5","-14,0"
2010,05,España,Régimen general y minería del carbón,Servicios,"10.003,3","-0,7"
2010,05,España,Régimen general y minería del carbón,No clasificables,"128,7",..
2010,04,España,Régimen general y minería del carbón,Total,"13.290,2","-2,0"
2010,04,España,Régimen general y minería del carbón,Agricultura,"56,3","-0,8"
2010,04,España,Régimen general y minería del carbón,Industria,"2.039,8","-5,2"
2010,04,España,Régimen general y minería del carbón,Construcción,"1.136,3","-13,8"
2010,04,España,Régimen general y minería del carbón,Servicios,"9.933,5","-0,4"
2010,04,España,Régimen general y minería del carbón,No clasificables,"124,3",..
2010,03,España,Régimen general y minería del carbón,Total,"13.160,0","-3,0"
2010,03,España,Régimen general y minería del carbón,Agricultura,"52,0","-4,5"
2010,03,España,Régimen general y minería del carbón,Industria,"2.031,0","-6,6"
2010,03,España,Régimen general y minería del carbón,Construcción,"1.111,9","-17,0"
2010,03,España,Régimen general y minería del carbón,Servicios,"9.845,0","-1,0"
2010,03,España,Régimen general y minería del carbón,No clasificables,"120,1",..
2010,02,España,Régimen general y minería del carbón,Total,"13.220,1","-3,3"
2010,02,España,Régimen general y minería del carbón,Agricultura,"53,3","-1,9"
2010,02,España,Régimen general y minería del carbón,Industria,"2.055,2","-7,2"
2010,02,España,Régimen general y minería del carbón,Construcción,"1.126,3","-17,5"
2010,02,España,Régimen general y minería del carbón,Servicios,"9.870,9","-1,2"
2010,02,España,Régimen general y minería del carbón,No clasificables,"114,4",..
2010,01,España,Régimen general y minería del carbón,Total,"13.201,9","-4,0"
2010,01,España,Régimen general y minería del carbón,Agricultura,"52,7","3,0"
2010,01,España,Régimen general y minería del carbón,Industria,"2.060,3","-8,1"
2010,01,España,Régimen general y minería del carbón,Construcción,"1.136,8","-18,2"
2010,01,España,Régimen general y minería del carbón,Servicios,"9.847,6","-1,7"
2010,01,España,Régimen general y minería del carbón,No clasificables,"104,5",..
2009,12,España,Régimen general y minería del carbón,Total,"13.282,6","-4,2"
2009,12,España,Régimen general y minería del carbón,Agricultura,"53,8",z
2009,12,España,Régimen general y minería del carbón,Industria,"2.054,3",z
2009,12,España,Régimen general y minería del carbón,Construcción,"1.113,6",z
2009,12,España,Régimen general y minería del carbón,Servicios,"9.960,4",z
2009,12,España,Régimen general y minería del carbón,No clasificables,"100,4",z
2009,11,España,Régimen general y minería del carbón,Total,"13.440,3","-5,5"
2009,11,España,Régimen general y minería del carbón,Agricultura,"57,6",z
2009,11,España,Régimen general y minería del carbón,Industria,"2.092,0",z
2009,11,España,Régimen general y minería del carbón,Construcción,"1.233,8",z
2009,11,España,Régimen general y minería del carbón,Servicios,"9.959,6",z
2009,11,España,Régimen general y minería del carbón,No clasificables,"97,3",z
2009,10,España,Régimen general y minería del carbón,Total,"13.528,0","-5,1"
2009,10,España,Régimen general y minería del carbón,Agricultura,"60,3",z
2009,10,España,Régimen general y minería del carbón,Industria,"2.101,8",z
2009,10,España,Régimen general y minería del carbón,Construcción,"1.256,2",z
2009,10,España,Régimen general y minería del carbón,Servicios,"10.016,5",z
2009,10,España,Régimen general y minería del carbón,No clasificables,"93,3",z
2009,09,España,Régimen general y minería del carbón,Total,"13.425,9","-6,6"
2009,09,España,Régimen general y minería del carbón,Agricultura,"64,3",z
2009,09,España,Régimen general y minería del carbón,Industria,"2.108,3",z
2009,09,España,Régimen general y minería del carbón,Construcción,"1.265,3",z
2009,09,España,Régimen general y minería del carbón,Servicios,"9.899,6",z
2009,09,España,Régimen general y minería del carbón,No clasificables,"88,5",z
2009,08,España,Régimen general y minería del carbón,Total,"13.467,4","-7,8"
2009,08,España,Régimen general y minería del carbón,Agricultura,"65,3",z
2009,08,España,Régimen general y minería del carbón,Industria,"2.112,2",z
2009,08,España,Régimen general y minería del carbón,Construcción,"1.271,3",z
2009,08,España,Régimen general y minería del carbón,Servicios,"9.934,5",z
2009,08,España,Régimen general y minería del carbón,No clasificables,"84,1",z
2009,07,España,Régimen general y minería del carbón,Total,"13.618,0","-7,4"
2009,07,España,Régimen general y minería del carbón,Agricultura,"65,0",z
2009,07,España,Régimen general y minería del carbón,Industria,"2.129,8",z
2009,07,España,Régimen general y minería del carbón,Construcción,"1.306,6",z
2009,07,España,Régimen general y minería del carbón,Servicios,"10.036,2",z
2009,07,España,Régimen general y minería del carbón,No clasificables,"80,4",z
2009,06,España,Régimen general y minería del carbón,Total,"13.543,5","-7,9"
2009,06,España,Régimen general y minería del carbón,Agricultura,"62,6",z
2009,06,España,Régimen general y minería del carbón,Industria,"2.141,3",z
2009,06,España,Régimen general y minería del carbón,Construcción,"1.328,7",z
2009,06,España,Régimen general y minería del carbón,Servicios,"9.935,6",z
2009,06,España,Régimen general y minería del carbón,No clasificables,"75,4",z
2009,05,España,Régimen general y minería del carbón,Total,"13.693,3","-7,9"
2009,05,España,Régimen general y minería del carbón,Agricultura,"60,3",z
2009,05,España,Régimen general y minería del carbón,Industria,"2.152,3",z
2009,05,España,Régimen general y minería del carbón,Construcción,"1.332,5",z
2009,05,España,Régimen general y minería del carbón,Servicios,"10.078,9",z
2009,05,España,Régimen general y minería del carbón,No clasificables,"69,4",z
2009,04,España,Régimen general y minería del carbón,Total,"13.559,9","-8,0"
2009,04,España,Régimen general y minería del carbón,Agricultura,"56,8",z
2009,04,España,Régimen general y minería del carbón,Industria,"2.152,3",z
2009,04,España,Régimen general y minería del carbón,Construcción,"1.318,4",z
2009,04,España,Régimen general y minería del carbón,Servicios,"9.968,4",z
2009,04,España,Régimen general y minería del carbón,No clasificables,"64,0",z
2009,03,España,Régimen general y minería del carbón,Total,"13.572,6","-7,9"
2009,03,España,Régimen general y minería del carbón,Agricultura,"54,5",z
2009,03,España,Régimen general y minería del carbón,Industria,"2.174,1",z
2009,03,España,Régimen general y minería del carbón,Construcción,"1.339,1",z
2009,03,España,Régimen general y minería del carbón,Servicios,"9.945,9",z
2009,03,España,Régimen general y minería del carbón,No clasificables,"59,0",z
2009,02,España,Régimen general y minería del carbón,Total,"13.677,2","-6,9"
2009,02,España,Régimen general y minería del carbón,Agricultura,"54,3",z
2009,02,España,Régimen general y minería del carbón,Industria,"2.214,4",z
2009,02,España,Régimen general y minería del carbón,Construcción,"1.364,5",z
2009,02,España,Régimen general y minería del carbón,Servicios,"9.992,2",z
2009,02,España,Régimen general y minería del carbón,No clasificables,"51,8",z
2009,01,España,Régimen general y minería del carbón,Total,"13.744,9","-6,2"
2009,01,España,Régimen general y minería del carbón,Agricultura,"51,2 (b)",z
2009,01,España,Régimen general y minería del carbón,Industria,"2.241,9 (b)",z
2009,01,España,Régimen general y minería del carbón,Construcción,"1.389,6 (b)",z
2009,01,España,Régimen general y minería del carbón,Servicios,"10.016,6 (b)",z
2009,01,España,Régimen general y minería del carbón,No clasificables,"45,7 (b)",z
2008,12,España,Régimen general y minería del carbón,Total,"13.870,1","-5,8"
2008,12,España,Régimen general y minería del carbón,Agricultura,"88,4","2,4"
2008,12,España,Régimen general y minería del carbón,Industria,"2.215,4","-8,0"
2008,12,España,Régimen general y minería del carbón,Construcción,"1.282,2","-28,4"
2008,12,España,Régimen general y minería del carbón,Servicios,"10.284,1","-1,5"
2008,12,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2008,11,España,Régimen general y minería del carbón,Total,"14.215,1","-4,4"
2008,11,España,Régimen general y minería del carbón,Agricultura,"93,4","4,0"
2008,11,España,Régimen general y minería del carbón,Industria,"2.285,5","-6,4"
2008,11,España,Régimen general y minería del carbón,Construcción,"1.449,9","-24,0"
2008,11,España,Régimen general y minería del carbón,Servicios,"10.386,3","-0,4"
2008,11,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2008,10,España,Régimen general y minería del carbón,Total,"14.250,0","-3,6"
2008,10,España,Régimen general y minería del carbón,Agricultura,"94,5","4,4"
2008,10,España,Régimen general y minería del carbón,Industria,"2.310,7","-5,1"
2008,10,España,Régimen general y minería del carbón,Construcción,"1.491,8","-21,9"
2008,10,España,Régimen general y minería del carbón,Servicios,"10.353,1","0,1"
2008,10,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2008,09,España,Régimen general y minería del carbón,Total,"14.367,1","-3,4"
2008,09,España,Régimen general y minería del carbón,Agricultura,"99,2","3,6"
2008,09,España,Régimen general y minería del carbón,Industria,"2.338,4","-4,2"
2008,09,España,Régimen general y minería del carbón,Construcción,"1.545,2","-19,2"
2008,09,España,Régimen general y minería del carbón,Servicios,"10.384,3","-0,3"
2008,09,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2008,08,España,Régimen general y minería del carbón,Total,"14.604,5","-0,1"
2008,08,España,Régimen general y minería del carbón,Agricultura,"103,5","7,7"
2008,08,España,Régimen general y minería del carbón,Industria,"2.356,0","-2,3"
2008,08,España,Régimen general y minería del carbón,Construcción,"1.573,3","-15,4"
2008,08,España,Régimen general y minería del carbón,Servicios,"10.571,7","3,1"
2008,08,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2008,07,España,Régimen general y minería del carbón,Total,"14.703,6","-1,1"
2008,07,España,Régimen general y minería del carbón,Agricultura,"103,8","7,0"
2008,07,España,Régimen general y minería del carbón,Industria,"2.381,3","-2,5"
2008,07,España,Régimen general y minería del carbón,Construcción,"1.647,2","-14,6"
2008,07,España,Régimen general y minería del carbón,Servicios,"10.571,3","1,7"
2008,07,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2008,06,España,Régimen general y minería del carbón,Total,"14.697,3","-1,5"
2008,06,España,Régimen general y minería del carbón,Agricultura,"100,2","5,3"
2008,06,España,Régimen general y minería del carbón,Industria,"2.399,8","-2,4"
2008,06,España,Régimen general y minería del carbón,Construcción,"1.699,6","-13,5"
2008,06,España,Régimen general y minería del carbón,Servicios,"10.497,7","1,0"
2008,06,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2008,05,España,Régimen general y minería del carbón,Total,"14.871,8","0,5"
2008,05,España,Régimen general y minería del carbón,Agricultura,"97,3","7,4"
2008,05,España,Régimen general y minería del carbón,Industria,"2.410,7","-1,2"
2008,05,España,Régimen general y minería del carbón,Construcción,"1.752,1","-10,6"
2008,05,España,Régimen general y minería del carbón,Servicios,"10.611,7","3,0"
2008,05,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2008,04,España,Régimen general y minería del carbón,Total,"14.746,8","0,5"
2008,04,España,Régimen general y minería del carbón,Agricultura,"93,1","5,6"
2008,04,España,Régimen general y minería del carbón,Industria,"2.405,3","-0,9"
2008,04,España,Régimen general y minería del carbón,Construcción,"1.772,2","-9,0"
2008,04,España,Régimen general y minería del carbón,Servicios,"10.476,1","2,5"
2008,04,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2008,03,España,Régimen general y minería del carbón,Total,"14.733,4","0,5"
2008,03,España,Régimen general y minería del carbón,Agricultura,"91,7","8,2"
2008,03,España,Régimen general y minería del carbón,Industria,"2.411,4","-0,7"
2008,03,España,Régimen general y minería del carbón,Construcción,"1.800,8","-8,1"
2008,03,España,Régimen general y minería del carbón,Servicios,"10.429,5","2,4"
2008,03,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2008,02,España,Régimen general y minería del carbón,Total,"14.697,4","1,6"
2008,02,España,Régimen general y minería del carbón,Agricultura,"88,3","11,5"
2008,02,España,Régimen general y minería del carbón,Industria,"2.419,7","0,1"
2008,02,España,Régimen general y minería del carbón,Construcción,"1.826,6","-5,4"
2008,02,España,Régimen general y minería del carbón,Servicios,"10.362,7","3,3"
2008,02,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2008,01,España,Régimen general y minería del carbón,Total,"14.656,0","2,2"
2008,01,España,Régimen general y minería del carbón,Agricultura,"85,5","19,0"
2008,01,España,Régimen general y minería del carbón,Industria,"2.419,9","1,6"
2008,01,España,Régimen general y minería del carbón,Construcción,"1.840,4","-3,8"
2008,01,España,Régimen general y minería del carbón,Servicios,"10.310,2","3,3"
2008,01,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2007,12,España,Régimen general y minería del carbón,Total,"14.728,0","2,6"
2007,12,España,Régimen general y minería del carbón,Agricultura,"86,3","21,5"
2007,12,España,Régimen general y minería del carbón,Industria,"2.407,4","2,5"
2007,12,España,Régimen general y minería del carbón,Construcción,"1.790,6","-3,5"
2007,12,España,Régimen general y minería del carbón,Servicios,"10.443,8","3,7"
2007,12,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2007,11,España,Régimen general y minería del carbón,Total,"14.868,2","2,8"
2007,11,España,Régimen general y minería del carbón,Agricultura,"89,8","24,5"
2007,11,España,Régimen general y minería del carbón,Industria,"2.442,8","2,7"
2007,11,España,Régimen general y minería del carbón,Construcción,"1.908,1","-2,0"
2007,11,España,Régimen general y minería del carbón,Servicios,"10.427,5","3,5"
2007,11,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2007,10,España,Régimen general y minería del carbón,Total,"14.780,6","2,9"
2007,10,España,Régimen general y minería del carbón,Agricultura,"90,5","25,2"
2007,10,España,Régimen general y minería del carbón,Industria,"2.435,7","2,8"
2007,10,España,Régimen general y minería del carbón,Construcción,"1.910,3","-0,9"
2007,10,España,Régimen general y minería del carbón,Servicios,"10.344,1","3,5"
2007,10,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2007,09,España,Régimen general y minería del carbón,Total,"14.866,8","3,2"
2007,09,España,Régimen general y minería del carbón,Agricultura,"95,7","30,6"
2007,09,España,Régimen general y minería del carbón,Industria,"2.442,1","2,8"
2007,09,España,Régimen general y minería del carbón,Construcción,"1.911,5","-0,3"
2007,09,España,Régimen general y minería del carbón,Servicios,"10.417,6","3,8"
2007,09,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2007,08,España,Régimen general y minería del carbón,Total,"14.623,3","3,1"
2007,08,España,Régimen general y minería del carbón,Agricultura,"96,1","30,6"
2007,08,España,Régimen general y minería del carbón,Industria,"2.412,3","2,6"
2007,08,España,Régimen general y minería del carbón,Construcción,"1.859,2","0,1"
2007,08,España,Régimen general y minería del carbón,Servicios,"10.255,8","3,6"
2007,08,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2007,07,España,Régimen general y minería del carbón,Total,"14.865,9","3,6"
2007,07,España,Régimen general y minería del carbón,Agricultura,"97,0","30,6"
2007,07,España,Régimen general y minería del carbón,Industria,"2.442,7","2,9"
2007,07,España,Régimen general y minería del carbón,Construcción,"1.928,5","1,4"
2007,07,España,Régimen general y minería del carbón,Servicios,"10.397,7","4,0"
2007,07,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2007,06,España,Régimen general y minería del carbón,Total,"14.913,5","5,0"
2007,06,España,Régimen general y minería del carbón,Agricultura,"95,1","30,3"
2007,06,España,Régimen general y minería del carbón,Industria,"2.459,7","3,4"
2007,06,España,Régimen general y minería del carbón,Construcción,"1.965,5","2,9"
2007,06,España,Régimen general y minería del carbón,Servicios,"10.393,2","5,6"
2007,06,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2007,05,España,Régimen general y minería del carbón,Total,"14.792,2","4,3"
2007,05,España,Régimen general y minería del carbón,Agricultura,"90,6","24,3"
2007,05,España,Régimen general y minería del carbón,Industria,"2.439,7","3,0"
2007,05,España,Régimen general y minería del carbón,Construcción,"1.959,7","3,3"
2007,05,España,Régimen general y minería del carbón,Servicios,"10.302,2","4,6"
2007,05,España,Régimen general y minería del carbón,No clasificables,"0,0",..
2007,04,España,Régimen general y minería del carbón,Total,"14.678,4","4,0"
2007,04,España,Régimen general y minería del carbón,Agricultura,"88,2","22,7"
2007,04,España,Régimen general y minería del carbón,Industria,"2.426,5","2,7"
2007,04,España,Régimen general y minería del carbón,Construcción,"1.946,5","3,6"
2007,04,España,Régimen general y minería del carbón,Servicios,"10.217,2","4,2"
