Año,Mes,Region,Regimen,Sector,Valor,% Variacion interanual
1994,02,España,Régimen general y minería del carbón,Industria,"2.109,6",..
1994,02,España,Régimen general y minería del carbón,Construcción,"759,4",..
1994,02,España,Régimen general y minería del carbón,Servicios,"5.323,5",..
1994,02,España,Régimen general y minería del carbón,No clasificables,"10,5",..
1994,01,España,Régimen general y minería del carbón,Total,"8.172,2",..
1994,01,España,Régimen general y minería del carbón,Agricultura,"29,6",..
1994,01,España,Régimen general y minería del carbón,Industria,"2.098,9",..
1994,01,España,Régimen general y minería del carbón,Construcción,"741,7",..
1994,01,España,Régimen general y minería del carbón,Servicios,"5.291,4",..
1994,01,España,Régimen general y minería del carbón,No clasificables,"10,7",..
2021,02,Cataluña,Autónomos,Total,"549,8","0,3"
2021,02,Cataluña,Autónomos,Agricultura,"22,3","-1,6"
2021,02,Cataluña,Autónomos,Industria,"38,1","-2,8"
2021,02,Cataluña,Autónomos,Construcción,"69,1","1,1"
2021,02,Cataluña,Autónomos,Servicios,"420,3","0,5"
2021,02,Cataluña,Autónomos,No clasificables,"0,0",..
2021,01,Cataluña,Autónomos,Total,"547,4","0,3"
2021,01,Cataluña,Autónomos,Agricultura,"22,3","-1,6"
2021,01,Cataluña,Autónomos,Industria,"38,1","-2,6"
2021,01,Cataluña,Autónomos,Construcción,"68,8","1,3"
2021,01,Cataluña,Autónomos,Servicios,"418,1","0,5"
2021,01,Cataluña,Autónomos,No clasificables,"0,0",..
2020,12,Cataluña,Autónomos,Total,"549,0","-0,1"
2020,12,Cataluña,Autónomos,Agricultura,"22,4","-1,6"
2020,12,Cataluña,Autónomos,Industria,"38,3","-3,0"
2020,12,Cataluña,Autónomos,Construcción,"68,8","0,9"
2020,12,Cataluña,Autónomos,Servicios,"419,5","0,0"
2020,12,Cataluña,Autónomos,No clasificables,"0,0",..
2020,11,Cataluña,Autónomos,Total,"547,9","-0,4"
2020,11,Cataluña,Autónomos,Agricultura,"22,4","-1,9"
2020,11,Cataluña,Autónomos,Industria,"38,2","-3,1"
2020,11,Cataluña,Autónomos,Construcción,"68,8","0,7"
2020,11,Cataluña,Autónomos,Servicios,"418,4","-0,3"
2020,11,Cataluña,Autónomos,No clasificables,"0,0",..
2020,10,Cataluña,Autónomos,Total,"547,7","-0,1"
2020,10,Cataluña,Autónomos,Agricultura,"22,5","-1,8"
2020,10,Cataluña,Autónomos,Industria,"38,5","-2,4"
2020,10,Cataluña,Autónomos,Construcción,"68,8","1,1"
2020,10,Cataluña,Autónomos,Servicios,"418,0","0,0"
2020,10,Cataluña,Autónomos,No clasificables,"0,0",..
2020,09,Cataluña,Autónomos,Total,"545,7","-0,5"
2020,09,Cataluña,Autónomos,Agricultura,"22,5","-2,1"
2020,09,Cataluña,Autónomos,Industria,"38,4","-3,1"
2020,09,Cataluña,Autónomos,Construcción,"68,4","0,8"
2020,09,Cataluña,Autónomos,Servicios,"416,4","-0,4"
2020,09,Cataluña,Autónomos,No clasificables,"0,0",..
2020,08,Cataluña,Autónomos,Total,"545,9","-0,4"
2020,08,Cataluña,Autónomos,Agricultura,"22,5","-2,1"
2020,08,Cataluña,Autónomos,Industria,"38,5","-3,2"
2020,08,Cataluña,Autónomos,Construcción,"68,4","0,9"
2020,08,Cataluña,Autónomos,Servicios,"416,5","-0,2"
2020,08,Cataluña,Autónomos,No clasificables,"0,0",..
2020,07,Cataluña,Autónomos,Total,"546,0","-0,7"
2020,07,Cataluña,Autónomos,Agricultura,"22,6","-2,0"
2020,07,Cataluña,Autónomos,Industria,"38,5","-5,5"
2020,07,Cataluña,Autónomos,Construcción,"68,5","0,8"
2020,07,Cataluña,Autónomos,Servicios,"416,4","-0,4"
2020,07,Cataluña,Autónomos,No clasificables,"0,0",..
2020,06,Cataluña,Autónomos,Total,"544,5","-1,8"
2020,06,Cataluña,Autónomos,Agricultura,"22,7","-2,0"
2020,06,Cataluña,Autónomos,Industria,"38,5","-7,4"
2020,06,Cataluña,Autónomos,Construcción,"68,3","0,0"
2020,06,Cataluña,Autónomos,Servicios,"415,0","-1,6"
2020,06,Cataluña,Autónomos,No clasificables,"0,0",..
2020,05,Cataluña,Autónomos,Total,"541,3","-2,0"
2020,05,Cataluña,Autónomos,Agricultura,"22,6","-2,0"
2020,05,Cataluña,Autónomos,Industria,"38,5","-7,8"
2020,05,Cataluña,Autónomos,Construcción,"68,0","-0,1"
2020,05,Cataluña,Autónomos,Servicios,"412,1","-1,7"
2020,05,Cataluña,Autónomos,No clasificables,"0,0",..
2020,04,Cataluña,Autónomos,Total,"538,6","-2,3"
2020,04,Cataluña,Autónomos,Agricultura,"22,6","-2,1"
2020,04,Cataluña,Autónomos,Industria,"38,4","-9,2"
2020,04,Cataluña,Autónomos,Construcción,"67,4","-0,8"
2020,04,Cataluña,Autónomos,Servicios,"410,1","-1,9"
2020,04,Cataluña,Autónomos,No clasificables,"0,0",..
2020,03,Cataluña,Autónomos,Total,"542,7","-1,4"
2020,03,Cataluña,Autónomos,Agricultura,"22,6","-2,3"
2020,03,Cataluña,Autónomos,Industria,"38,9","-10,2"
2020,03,Cataluña,Autónomos,Construcción,"67,9","-0,1"
2020,03,Cataluña,Autónomos,Servicios,"413,3","-0,7"
2020,03,Cataluña,Autónomos,No clasificables,"0,0",..
2020,02,Cataluña,Autónomos,Total,"548,4","0,1"
2020,02,Cataluña,Autónomos,Agricultura,"22,7","-2,0"
2020,02,Cataluña,Autónomos,Industria,"39,2","-10,2"
2020,02,Cataluña,Autónomos,Construcción,"68,4","1,1"
2020,02,Cataluña,Autónomos,Servicios,"418,1","1,2"
2020,02,Cataluña,Autónomos,No clasificables,"0,0",..
2020,01,Cataluña,Autónomos,Total,"545,7","-0,1"
2020,01,Cataluña,Autónomos,Agricultura,"22,7","-2,1"
2020,01,Cataluña,Autónomos,Industria,"39,1","-11,6"
2020,01,Cataluña,Autónomos,Construcción,"67,9","1,3"
2020,01,Cataluña,Autónomos,Servicios,"416,1","1,0"
2020,01,Cataluña,Autónomos,No clasificables,"0,0",..
2019,12,Cataluña,Autónomos,Total,"549,8","-0,3"
2019,12,Cataluña,Autónomos,Agricultura,"22,8","-2,2"
2019,12,Cataluña,Autónomos,Industria,"39,4","-13,1"
2019,12,Cataluña,Autónomos,Construcción,"68,2","1,3"
2019,12,Cataluña,Autónomos,Servicios,"419,4","1,0"
2019,12,Cataluña,Autónomos,No clasificables,"0,0",..
2019,11,Cataluña,Autónomos,Total,"550,4","0,1"
2019,11,Cataluña,Autónomos,Agricultura,"22,9","-1,9"
2019,11,Cataluña,Autónomos,Industria,"39,5","-13,1"
2019,11,Cataluña,Autónomos,Construcción,"68,4","1,6"
2019,11,Cataluña,Autónomos,Servicios,"419,6","1,4"
2019,11,Cataluña,Autónomos,No clasificables,"0,0",..
2019,10,Cataluña,Autónomos,Total,"548,2","-0,3"
2019,10,Cataluña,Autónomos,Agricultura,"22,9","-2,1"
2019,10,Cataluña,Autónomos,Industria,"39,4","-13,4"
2019,10,Cataluña,Autónomos,Construcción,"68,0","1,4"
2019,10,Cataluña,Autónomos,Servicios,"417,8","1,0"
2019,10,Cataluña,Autónomos,No clasificables,"0,0",..
2019,09,Cataluña,Autónomos,Total,"548,7","-0,4"
2019,09,Cataluña,Autónomos,Agricultura,"23,0","-2,2"
2019,09,Cataluña,Autónomos,Industria,"39,6","-13,4"
2019,09,Cataluña,Autónomos,Construcción,"67,9","1,3"
2019,09,Cataluña,Autónomos,Servicios,"418,2","0,8"
2019,09,Cataluña,Autónomos,No clasificables,"0,0",..
2019,08,Cataluña,Autónomos,Total,"548,0","0,0"
2019,08,Cataluña,Autónomos,Agricultura,"23,0","-1,9"
2019,08,Cataluña,Autónomos,Industria,"39,8","-12,8"
2019,08,Cataluña,Autónomos,Construcción,"67,8","1,7"
2019,08,Cataluña,Autónomos,Servicios,"417,4","1,2"
2019,08,Cataluña,Autónomos,No clasificables,"0,0",..
2019,07,Cataluña,Autónomos,Total,"549,8","-0,4"
2019,07,Cataluña,Autónomos,Agricultura,"23,0","-2,0"
2019,07,Cataluña,Autónomos,Industria,"40,7","-13,5"
2019,07,Cataluña,Autónomos,Construcción,"68,0","1,4"
2019,07,Cataluña,Autónomos,Servicios,"418,0","0,9"
2019,07,Cataluña,Autónomos,No clasificables,"0,0",..
2019,06,Cataluña,Autónomos,Total,"554,6","-0,2"
2019,06,Cataluña,Autónomos,Agricultura,"23,1","-1,8"
2019,06,Cataluña,Autónomos,Industria,"41,6","-12,1"
2019,06,Cataluña,Autónomos,Construcción,"68,3","1,4"
2019,06,Cataluña,Autónomos,Servicios,"421,6","1,0"
2019,06,Cataluña,Autónomos,No clasificables,"0,0",..
2019,05,Cataluña,Autónomos,Total,"552,2","-0,2"
2019,05,Cataluña,Autónomos,Agricultura,"23,1","-1,9"
2019,05,Cataluña,Autónomos,Industria,"41,7","-12,0"
2019,05,Cataluña,Autónomos,Construcción,"68,1","1,5"
2019,05,Cataluña,Autónomos,Servicios,"419,3","1,0"
2019,05,Cataluña,Autónomos,No clasificables,"0,0",..
2019,04,Cataluña,Autónomos,Total,"551,3","-0,2"
2019,04,Cataluña,Autónomos,Agricultura,"23,1","-1,9"
2019,04,Cataluña,Autónomos,Industria,"42,3","-10,9"
2019,04,Cataluña,Autónomos,Construcción,"68,0","1,6"
2019,04,Cataluña,Autónomos,Servicios,"417,9","0,8"
2019,04,Cataluña,Autónomos,No clasificables,"0,0",..
2019,03,Cataluña,Autónomos,Total,"550,5","-0,1"
2019,03,Cataluña,Autónomos,Agricultura,"23,2","-1,5"
2019,03,Cataluña,Autónomos,Industria,"43,3","-9,9"
2019,03,Cataluña,Autónomos,Construcción,"68,0","1,9"
2019,03,Cataluña,Autónomos,Servicios,"416,1","0,8"
2019,03,Cataluña,Autónomos,No clasificables,"0,0",..
2019,02,Cataluña,Autónomos,Total,"547,6","0,1"
2019,02,Cataluña,Autónomos,Agricultura,"23,1","-1,6"
2019,02,Cataluña,Autónomos,Industria,"43,7","-8,9"
2019,02,Cataluña,Autónomos,Construcción,"67,6","1,8"
2019,02,Cataluña,Autónomos,Servicios,"413,2","1,0"
2019,02,Cataluña,Autónomos,No clasificables,"0,0",..
2019,01,Cataluña,Autónomos,Total,"546,3","0,4"
2019,01,Cataluña,Autónomos,Agricultura,"23,2","-1,4"
2019,01,Cataluña,Autónomos,Industria,"44,2","-7,3"
2019,01,Cataluña,Autónomos,Construcción,"67,0","1,5"
2019,01,Cataluña,Autónomos,Servicios,"411,9","1,2"
2019,01,Cataluña,Autónomos,No clasificables,"0,0",..
2018,12,Cataluña,Autónomos,Total,"551,3","1,0"
2018,12,Cataluña,Autónomos,Agricultura,"23,3","-1,0"
2018,12,Cataluña,Autónomos,Industria,"45,4","-4,7"
2018,12,Cataluña,Autónomos,Construcción,"67,3","1,7"
2018,12,Cataluña,Autónomos,Servicios,"415,3","1,6"
2018,12,Cataluña,Autónomos,No clasificables,"0,0",..
2018,11,Cataluña,Autónomos,Total,"550,0","0,6"
2018,11,Cataluña,Autónomos,Agricultura,"23,3","-1,3"
2018,11,Cataluña,Autónomos,Industria,"45,4","-4,4"
2018,11,Cataluña,Autónomos,Construcción,"67,3","1,3"
2018,11,Cataluña,Autónomos,Servicios,"414,0","1,2"
2018,11,Cataluña,Autónomos,No clasificables,"0,0",..
2018,10,Cataluña,Autónomos,Total,"549,6","0,3"
2018,10,Cataluña,Autónomos,Agricultura,"23,4","-1,4"
2018,10,Cataluña,Autónomos,Industria,"45,5","-4,0"
2018,10,Cataluña,Autónomos,Construcción,"67,1","1,0"
2018,10,Cataluña,Autónomos,Servicios,"413,6","0,8"
2018,10,Cataluña,Autónomos,No clasificables,"0,0",..
2018,09,Cataluña,Autónomos,Total,"551,0","0,3"
2018,09,Cataluña,Autónomos,Agricultura,"23,5","-1,1"
2018,09,Cataluña,Autónomos,Industria,"45,8","-3,5"
2018,09,Cataluña,Autónomos,Construcción,"67,0","0,8"
2018,09,Cataluña,Autónomos,Servicios,"414,8","0,8"
2018,09,Cataluña,Autónomos,No clasificables,"0,0",..
2018,08,Cataluña,Autónomos,Total,"548,1","0,2"
2018,08,Cataluña,Autónomos,Agricultura,"23,5","-1,4"
2018,08,Cataluña,Autónomos,Industria,"45,6","-3,1"
2018,08,Cataluña,Autónomos,Construcción,"66,7","0,7"
2018,08,Cataluña,Autónomos,Servicios,"412,3","0,6"
2018,08,Cataluña,Autónomos,No clasificables,"0,0",..
2018,07,Cataluña,Autónomos,Total,"551,7","0,3"
2018,07,Cataluña,Autónomos,Agricultura,"23,5","-1,6"
2018,07,Cataluña,Autónomos,Industria,"47,1","-0,4"
2018,07,Cataluña,Autónomos,Construcción,"67,0","0,4"
2018,07,Cataluña,Autónomos,Servicios,"414,1","0,4"
2018,07,Cataluña,Autónomos,No clasificables,"0,0",..
2018,06,Cataluña,Autónomos,Total,"555,7","0,7"
2018,06,Cataluña,Autónomos,Agricultura,"23,5","-1,6"
2018,06,Cataluña,Autónomos,Industria,"47,3","-0,1"
2018,06,Cataluña,Autónomos,Construcción,"67,4","0,8"
2018,06,Cataluña,Autónomos,Servicios,"417,5","1,0"
2018,06,Cataluña,Autónomos,No clasificables,"0,0",..
2018,05,Cataluña,Autónomos,Total,"553,3","0,4"
2018,05,Cataluña,Autónomos,Agricultura,"23,5","-1,6"
2018,05,Cataluña,Autónomos,Industria,"47,4","0,0"
2018,05,Cataluña,Autónomos,Construcción,"67,1","0,5"
2018,05,Cataluña,Autónomos,Servicios,"415,3","0,6"
2018,05,Cataluña,Autónomos,No clasificables,"0,0",..
2018,04,Cataluña,Autónomos,Total,"552,4","0,4"
2018,04,Cataluña,Autónomos,Agricultura,"23,5","-1,4"
2018,04,Cataluña,Autónomos,Industria,"47,5","0,0"
2018,04,Cataluña,Autónomos,Construcción,"66,9","0,5"
2018,04,Cataluña,Autónomos,Servicios,"414,4","0,6"
2018,04,Cataluña,Autónomos,No clasificables,"0,0",..
2018,03,Cataluña,Autónomos,Total,"551,0","0,9"
2018,03,Cataluña,Autónomos,Agricultura,"23,5","-1,5"
2018,03,Cataluña,Autónomos,Industria,"48,0","1,6"
2018,03,Cataluña,Autónomos,Construcción,"66,7","0,7"
2018,03,Cataluña,Autónomos,Servicios,"412,7","1,0"
2018,03,Cataluña,Autónomos,No clasificables,"0,0",..
2018,02,Cataluña,Autónomos,Total,"546,9","0,5"
2018,02,Cataluña,Autónomos,Agricultura,"23,5","-1,5"
2018,02,Cataluña,Autónomos,Industria,"47,9","1,1"
2018,02,Cataluña,Autónomos,Construcción,"66,4","0,6"
2018,02,Cataluña,Autónomos,Servicios,"409,0","0,5"
2018,02,Cataluña,Autónomos,No clasificables,"0,0",..
2018,01,Cataluña,Autónomos,Total,"544,4","0,3"
2018,01,Cataluña,Autónomos,Agricultura,"23,5","-1,8"
2018,01,Cataluña,Autónomos,Industria,"47,7","1,0"
2018,01,Cataluña,Autónomos,Construcción,"66,0","0,6"
2018,01,Cataluña,Autónomos,Servicios,"407,2","0,3"
2018,01,Cataluña,Autónomos,No clasificables,"0,0",..
2017,12,Cataluña,Autónomos,Total,"546,0","0,0"
2017,12,Cataluña,Autónomos,Agricultura,"23,6","-2,0"
2017,12,Cataluña,Autónomos,Industria,"47,6","0,7"
2017,12,Cataluña,Autónomos,Construcción,"66,2","0,5"
2017,12,Cataluña,Autónomos,Servicios,"408,6","0,0"
2017,12,Cataluña,Autónomos,No clasificables,"0,0",..
2017,11,Cataluña,Autónomos,Total,"546,6","0,2"
2017,11,Cataluña,Autónomos,Agricultura,"23,7","-1,9"
2017,11,Cataluña,Autónomos,Industria,"47,5","0,6"
2017,11,Cataluña,Autónomos,Construcción,"66,4","0,5"
2017,11,Cataluña,Autónomos,Servicios,"409,0","0,2"
2017,11,Cataluña,Autónomos,No clasificables,"0,0",..
2017,10,Cataluña,Autónomos,Total,"548,0","0,5"
2017,10,Cataluña,Autónomos,Agricultura,"23,7","-1,8"
2017,10,Cataluña,Autónomos,Industria,"47,5","0,6"
2017,10,Cataluña,Autónomos,Construcción,"66,4","0,8"
2017,10,Cataluña,Autónomos,Servicios,"410,4","0,6"
2017,10,Cataluña,Autónomos,No clasificables,"0,0",..
2017,09,Cataluña,Autónomos,Total,"549,3","1,0"
2017,09,Cataluña,Autónomos,Agricultura,"23,8","-1,9"
2017,09,Cataluña,Autónomos,Industria,"47,4","1,0"
2017,09,Cataluña,Autónomos,Construcción,"66,5","1,1"
2017,09,Cataluña,Autónomos,Servicios,"411,6","1,1"
2017,09,Cataluña,Autónomos,No clasificables,"0,0",..
2017,08,Cataluña,Autónomos,Total,"546,8","0,7"
2017,08,Cataluña,Autónomos,Agricultura,"23,8","-1,8"
2017,08,Cataluña,Autónomos,Industria,"47,1","0,6"
2017,08,Cataluña,Autónomos,Construcción,"66,2","1,1"
2017,08,Cataluña,Autónomos,Servicios,"409,7","0,8"
2017,08,Cataluña,Autónomos,No clasificables,"0,0",..
2017,07,Cataluña,Autónomos,Total,"550,3","0,6"
2017,07,Cataluña,Autónomos,Agricultura,"23,9","-1,7"
2017,07,Cataluña,Autónomos,Industria,"47,3","0,4"
2017,07,Cataluña,Autónomos,Construcción,"66,7","0,9"
2017,07,Cataluña,Autónomos,Servicios,"412,5","0,8"
2017,07,Cataluña,Autónomos,No clasificables,"0,0",..
2017,06,Cataluña,Autónomos,Total,"551,6","0,7"
2017,06,Cataluña,Autónomos,Agricultura,"23,9","-1,6"
2017,06,Cataluña,Autónomos,Industria,"47,4","0,6"
2017,06,Cataluña,Autónomos,Construcción,"66,8","0,9"
2017,06,Cataluña,Autónomos,Servicios,"413,5","0,9"
2017,06,Cataluña,Autónomos,No clasificables,"0,0",..
2017,05,Cataluña,Autónomos,Total,"551,1","0,8"
2017,05,Cataluña,Autónomos,Agricultura,"23,9","-1,4"
2017,05,Cataluña,Autónomos,Industria,"47,4","1,0"
2017,05,Cataluña,Autónomos,Construcción,"66,7","0,7"
2017,05,Cataluña,Autónomos,Servicios,"413,0","1,0"
2017,05,Cataluña,Autónomos,No clasificables,"0,0",..
2017,04,Cataluña,Autónomos,Total,"550,0","1,0"
2017,04,Cataluña,Autónomos,Agricultura,"23,9","-1,5"
2017,04,Cataluña,Autónomos,Industria,"47,5","1,4"
2017,04,Cataluña,Autónomos,Construcción,"66,6","0,8"
2017,04,Cataluña,Autónomos,Servicios,"412,0","1,1"
2017,04,Cataluña,Autónomos,No clasificables,"0,0",..
2017,03,Cataluña,Autónomos,Total,"545,9","0,8"
2017,03,Cataluña,Autónomos,Agricultura,"23,9","-1,4"
2017,03,Cataluña,Autónomos,Industria,"47,3","1,5"
2017,03,Cataluña,Autónomos,Construcción,"66,3","0,8"
2017,03,Cataluña,Autónomos,Servicios,"408,5","0,9"
2017,03,Cataluña,Autónomos,No clasificables,"0,0",..
2017,02,Cataluña,Autónomos,Total,"544,3","1,1"
2017,02,Cataluña,Autónomos,Agricultura,"23,9","-1,2"
2017,02,Cataluña,Autónomos,Industria,"47,4","2,0"
2017,02,Cataluña,Autónomos,Construcción,"66,0","0,8"
2017,02,Cataluña,Autónomos,Servicios,"407,1","1,2"
2017,02,Cataluña,Autónomos,No clasificables,"0,0",..
2017,01,Cataluña,Autónomos,Total,"542,7","1,1"
2017,01,Cataluña,Autónomos,Agricultura,"23,9","-1,1"
2017,01,Cataluña,Autónomos,Industria,"47,2","2,2"
2017,01,Cataluña,Autónomos,Construcción,"65,6","0,6"
2017,01,Cataluña,Autónomos,Servicios,"406,0","1,2"
2017,01,Cataluña,Autónomos,No clasificables,"0,0",..
2016,12,Cataluña,Autónomos,Total,"545,8","1,1"
2016,12,Cataluña,Autónomos,Agricultura,"24,0","-0,8"
2016,12,Cataluña,Autónomos,Industria,"47,3","1,7"
2016,12,Cataluña,Autónomos,Construcción,"65,9","-0,4"
2016,12,Cataluña,Autónomos,Servicios,"408,6","1,4"
2016,12,Cataluña,Autónomos,No clasificables,"0,0",..
2016,11,Cataluña,Autónomos,Total,"545,5","1,1"
2016,11,Cataluña,Autónomos,Agricultura,"24,1","-0,8"
2016,11,Cataluña,Autónomos,Industria,"47,3","1,6"
2016,11,Cataluña,Autónomos,Construcción,"66,0","-0,6"
2016,11,Cataluña,Autónomos,Servicios,"408,1","1,4"
2016,11,Cataluña,Autónomos,No clasificables,"0,0",..
2016,10,Cataluña,Autónomos,Total,"545,3","1,1"
2016,10,Cataluña,Autónomos,Agricultura,"24,2","-0,7"
2016,10,Cataluña,Autónomos,Industria,"47,2","1,5"
2016,10,Cataluña,Autónomos,Construcción,"65,9","-0,4"
2016,10,Cataluña,Autónomos,Servicios,"408,1","1,5"
2016,10,Cataluña,Autónomos,No clasificables,"0,0",..
2016,09,Cataluña,Autónomos,Total,"544,0","1,1"
2016,09,Cataluña,Autónomos,Agricultura,"24,2","-0,5"
2016,09,Cataluña,Autónomos,Industria,"47,0","1,4"
2016,09,Cataluña,Autónomos,Construcción,"65,7","-0,1"
2016,09,Cataluña,Autónomos,Servicios,"407,1","1,3"
2016,09,Cataluña,Autónomos,No clasificables,"0,0",..
2016,08,Cataluña,Autónomos,Total,"543,0","1,0"
2016,08,Cataluña,Autónomos,Agricultura,"24,2","-0,7"
2016,08,Cataluña,Autónomos,Industria,"46,8","1,6"
2016,08,Cataluña,Autónomos,Construcción,"65,5","-0,2"
2016,08,Cataluña,Autónomos,Servicios,"406,4","1,3"
2016,08,Cataluña,Autónomos,No clasificables,"0,0",..
2016,07,Cataluña,Autónomos,Total,"546,8","1,3"
2016,07,Cataluña,Autónomos,Agricultura,"24,3","-0,6"
2016,07,Cataluña,Autónomos,Industria,"47,1","1,7"
2016,07,Cataluña,Autónomos,Construcción,"66,1","0,0"
2016,07,Cataluña,Autónomos,Servicios,"409,4","1,6"
2016,07,Cataluña,Autónomos,No clasificables,"0,0",..
2016,06,Cataluña,Autónomos,Total,"547,6","1,1"
2016,06,Cataluña,Autónomos,Agricultura,"24,3","-0,8"
2016,06,Cataluña,Autónomos,Industria,"47,1","1,7"
2016,06,Cataluña,Autónomos,Construcción,"66,3","-0,1"
2016,06,Cataluña,Autónomos,Servicios,"409,9","1,3"
2016,06,Cataluña,Autónomos,No clasificables,"0,0",..
2016,05,Cataluña,Autónomos,Total,"546,5","1,2"
2016,05,Cataluña,Autónomos,Agricultura,"24,3","-0,6"
2016,05,Cataluña,Autónomos,Industria,"47,0","2,0"
2016,05,Cataluña,Autónomos,Construcción,"66,2","0,0"
2016,05,Cataluña,Autónomos,Servicios,"409,0","1,4"
2016,05,Cataluña,Autónomos,No clasificables,"0,0",..
2016,04,Cataluña,Autónomos,Total,"544,6","1,3"
2016,04,Cataluña,Autónomos,Agricultura,"24,2","-0,7"
2016,04,Cataluña,Autónomos,Industria,"46,9","2,2"
2016,04,Cataluña,Autónomos,Construcción,"66,1","0,3"
2016,04,Cataluña,Autónomos,Servicios,"407,4","1,5"
2016,04,Cataluña,Autónomos,No clasificables,"0,0",..
2016,03,Cataluña,Autónomos,Total,"541,5","1,3"
2016,03,Cataluña,Autónomos,Agricultura,"24,2","-0,9"
2016,03,Cataluña,Autónomos,Industria,"46,6","2,1"
2016,03,Cataluña,Autónomos,Construcción,"65,7","0,2"
2016,03,Cataluña,Autónomos,Servicios,"404,9","1,6"
2016,03,Cataluña,Autónomos,No clasificables,"0,0",..
2016,02,Cataluña,Autónomos,Total,"538,5","1,2"
2016,02,Cataluña,Autónomos,Agricultura,"24,2","-1,1"
2016,02,Cataluña,Autónomos,Industria,"46,5","2,1"
2016,02,Cataluña,Autónomos,Construcción,"65,5","0,4"
2016,02,Cataluña,Autónomos,Servicios,"402,3","1,4"
2016,02,Cataluña,Autónomos,No clasificables,"0,0",..
2016,01,Cataluña,Autónomos,Total,"536,7","1,2"
2016,01,Cataluña,Autónomos,Agricultura,"24,2","-1,2"
2016,01,Cataluña,Autónomos,Industria,"46,2","1,9"
2016,01,Cataluña,Autónomos,Construcción,"65,2","0,5"
2016,01,Cataluña,Autónomos,Servicios,"401,1","1,4"
2016,01,Cataluña,Autónomos,No clasificables,"0,0",..
2015,12,Cataluña,Autónomos,Total,"540,0","1,4"
2015,12,Cataluña,Autónomos,Agricultura,"24,2","-1,3"
2015,12,Cataluña,Autónomos,Industria,"46,5","2,4"
2015,12,Cataluña,Autónomos,Construcción,"66,1","1,6"
2015,12,Cataluña,Autónomos,Servicios,"403,1","1,4"
2015,12,Cataluña,Autónomos,No clasificables,"0,0",..
2015,11,Cataluña,Autónomos,Total,"539,6","1,5"
2015,11,Cataluña,Autónomos,Agricultura,"24,3","-1,1"
2015,11,Cataluña,Autónomos,Industria,"46,5","2,6"
2015,11,Cataluña,Autónomos,Construcción,"66,4","2,0"
2015,11,Cataluña,Autónomos,Servicios,"402,4","1,5"
2015,11,Cataluña,Autónomos,No clasificables,"0,0",..
2015,10,Cataluña,Autónomos,Total,"539,2","1,7"
2015,10,Cataluña,Autónomos,Agricultura,"24,3","-1,0"
2015,10,Cataluña,Autónomos,Industria,"46,5","2,8"
2015,10,Cataluña,Autónomos,Construcción,"66,2","2,1"
2015,10,Cataluña,Autónomos,Servicios,"402,2","1,6"
2015,10,Cataluña,Autónomos,No clasificables,"0,0",..
2015,09,Cataluña,Autónomos,Total,"538,1","1,7"
2015,09,Cataluña,Autónomos,Agricultura,"24,3","-1,1"
2015,09,Cataluña,Autónomos,Industria,"46,3","2,8"
2015,09,Cataluña,Autónomos,Construcción,"65,8","2,1"
2015,09,Cataluña,Autónomos,Servicios,"401,7","1,6"
2015,09,Cataluña,Autónomos,No clasificables,"0,0",..
2015,08,Cataluña,Autónomos,Total,"537,4","1,8"
2015,08,Cataluña,Autónomos,Agricultura,"24,4","-0,9"
2015,08,Cataluña,Autónomos,Industria,"46,1","2,6"
2015,08,Cataluña,Autónomos,Construcción,"65,7","2,1"
2015,08,Cataluña,Autónomos,Servicios,"401,2","1,8"
2015,08,Cataluña,Autónomos,No clasificables,"0,0",..
2015,07,Cataluña,Autónomos,Total,"539,9","1,8"
2015,07,Cataluña,Autónomos,Agricultura,"24,5","-0,8"
2015,07,Cataluña,Autónomos,Industria,"46,3","2,8"
2015,07,Cataluña,Autónomos,Construcción,"66,1","2,0"
2015,07,Cataluña,Autónomos,Servicios,"403,1","1,9"
2015,07,Cataluña,Autónomos,No clasificables,"0,0",..
2015,06,Cataluña,Autónomos,Total,"541,6","2,1"
2015,06,Cataluña,Autónomos,Agricultura,"24,5","-0,9"
2015,06,Cataluña,Autónomos,Industria,"46,3","3,1"
2015,06,Cataluña,Autónomos,Construcción,"66,3","2,2"
2015,06,Cataluña,Autónomos,Servicios,"404,5","2,1"
2015,06,Cataluña,Autónomos,No clasificables,"0,0",..
2015,05,Cataluña,Autónomos,Total,"540,3","2,2"
2015,05,Cataluña,Autónomos,Agricultura,"24,4","-1,1"
2015,05,Cataluña,Autónomos,Industria,"46,1","2,9"
2015,05,Cataluña,Autónomos,Construcción,"66,2","2,4"
2015,05,Cataluña,Autónomos,Servicios,"403,6","2,3"
2015,05,Cataluña,Autónomos,No clasificables,"0,0",..
2015,04,Cataluña,Autónomos,Total,"537,6","2,2"
2015,04,Cataluña,Autónomos,Agricultura,"24,4","-1,0"
2015,04,Cataluña,Autónomos,Industria,"45,9","2,9"
2015,04,Cataluña,Autónomos,Construcción,"65,9","2,1"
2015,04,Cataluña,Autónomos,Servicios,"401,4","2,3"
2015,04,Cataluña,Autónomos,No clasificables,"0,0",..
2015,03,Cataluña,Autónomos,Total,"534,5","2,3"
2015,03,Cataluña,Autónomos,Agricultura,"24,4","-0,8"
2015,03,Cataluña,Autónomos,Industria,"45,6","2,4"
2015,03,Cataluña,Autónomos,Construcción,"65,6","2,0"
